"player_stat_id_2804","DBpedia_id_7806","0.999991179774166"
"player_stat_id_3036","DBpedia_id_4713","0.9994286877070654"
"player_stat_id_3145","DBpedia_id_4189","0.8646090089710873"
"player_stat_id_1184","DBpedia_id_396","0.9989417503962762"
"player_stat_id_3169","DBpedia_id_5112","0.9980066166283795"
"player_stat_id_3254","DBpedia_id_4838","0.999503426371326"
"player_stat_id_3375","DBpedia_id_7580","0.999991179774166"
"player_stat_id_24","DBpedia_id_6097","0.9981084114092529"
"player_stat_id_438","DBpedia_id_2377","0.996949967272883"
"player_stat_id_4367","DBpedia_id_899","0.8666593162083354"
"player_stat_id_1932","DBpedia_id_262","0.999117973547506"
"player_stat_id_546","DBpedia_id_226","0.9999913983682006"
"player_stat_id_2382","DBpedia_id_1978","0.9938405898984226"
"player_stat_id_558","DBpedia_id_2269","0.9999913983682006"
"player_stat_id_970","DBpedia_id_1535","0.9995943570738246"
"player_stat_id_885","DBpedia_id_3424","0.996570936381174"
"player_stat_id_3690","DBpedia_id_5286","0.9949408208460059"
"player_stat_id_2706","DBpedia_id_2827","0.9999916001377231"
"player_stat_id_1074","DBpedia_id_6751","0.9999953575603644"
"player_stat_id_3376","DBpedia_id_3068","0.9999913983682006"
"player_stat_id_1062","DBpedia_id_6012","0.9999936770376995"
"player_stat_id_3473","DBpedia_id_8495","0.9999929438193328"
"player_stat_id_3267","DBpedia_id_6771","0.9999953575603644"
"player_stat_id_1086","DBpedia_id_8599","0.9999926495416687"
"player_stat_id_49","DBpedia_id_5015","0.9999903605483937"
"player_stat_id_3497","DBpedia_id_7606","0.9999953575603644"
"player_stat_id_1508","DBpedia_id_394","0.8666591632357652"
"player_stat_id_1604","DBpedia_id_8105","0.999993269389538"
"player_stat_id_983","DBpedia_id_6500","0.9998244029026562"
"player_stat_id_4005","DBpedia_id_1899","0.8666596104859995"
"player_stat_id_2187","DBpedia_id_5901","0.9990384208002632"
"player_stat_id_4102","DBpedia_id_2524","0.9992216203019426"
"player_stat_id_4332","DBpedia_id_1962","0.9999954801550341"
"player_stat_id_753","DBpedia_id_5822","0.9971146383791507"
"player_stat_id_2806","DBpedia_id_5527","0.997743385334638"
"player_stat_id_1171","DBpedia_id_2566","0.8666575772834547"
"player_stat_id_1292","DBpedia_id_4083","0.9999913983682006"
"player_stat_id_1041","DBpedia_id_2165","0.9988964258823838"
"player_stat_id_2923","DBpedia_id_697","0.999991179774166"
