"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","player_stat_id_4038","player_injury_id_3697","0.0",,"dean tolson","de'andre hunter","dean tolson","de'andre hunter","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1419","player_injury_id_891","0.0",,"jack gillespie","james johnson","jack gillespie","james johnson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1881","player_injury_id_981","0.3333333333333333",,"paul huston","paul millsap","paul huston","paul millsap","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1881","player_injury_id_980","0.3333333333333333",,"paul huston","paul millsap","paul huston","paul millsap","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1726","player_injury_id_9186","0.0",,"don henriksen","donovan mitchell","don henriksen","donovan mitchell","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1439","player_injury_id_6380","0.0",,"rudy gobert","russell westbrook","rudy gobert","russell westbrook","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1439","player_injury_id_6381","0.0",,"rudy gobert","russell westbrook","rudy gobert","russell westbrook","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3661","player_injury_id_3127","0.0",,"gene short","george hill","gene short","george hill","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1591","player_injury_id_3624","0.0",,"dale hamilton","danilo gallinari","dale hamilton","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1591","player_injury_id_3623","0.0",,"dale hamilton","danilo gallinari","dale hamilton","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3661","player_injury_id_3128","0.0",,"gene short","george hill","gene short","george hill","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2723","player_injury_id_3755","0.0",,"dewitt menyard","delon wright","dewitt menyard","delon wright","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2723","player_injury_id_3756","0.0",,"dewitt menyard","delon wright","dewitt menyard","delon wright","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1437","player_injury_id_4932","0.0",,"andreas glyniadakis","andre iguodala","andreas glyniadakis","andre iguodala","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1441","player_injury_id_2786","0.0",,"tom gola","torrey craig","tom gola","torrey craig","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4233","player_injury_id_7490","0.3333333333333333",,"eric washington","eric gordon","eric washington","eric gordon","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2723","player_injury_id_1337","0.0",,"dewitt menyard","derrick rose","dewitt menyard","derrick rose","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2783","player_injury_id_8591","0.3333333333333333",,"mike mitchell","mike muscala","mike mitchell","mike muscala","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2783","player_injury_id_8590","0.3333333333333333",,"mike mitchell","mike muscala","mike mitchell","mike muscala","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2126","player_injury_id_1941","0.0",,"garth joseph","gary trent jr.","garth joseph","gary trent jr.","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2810","player_injury_id_7442","0.3333333333333333",,"eric montross","eric gordon","eric montross","eric gordon","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1187","player_injury_id_4418","0.0",,"mike evans","michael carter-williams","mike evans","michael carter-williams","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2810","player_injury_id_7441","0.3333333333333333",,"eric montross","eric gordon","eric montross","eric gordon","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_3971","player_injury_id_1272","0.0",,"justus thigpen","julius randle","justus thigpen","julius randle","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1441","player_injury_id_2787","0.0",,"tom gola","torrey craig","tom gola","torrey craig","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4260","player_injury_id_8498","0.0",,"jake weber","jarred vanderbilt","jake weber","jarred vanderbilt","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4514","player_injury_id_4288","0.0",,"vincent yarbrough","victor oladipo","vincent yarbrough","victor oladipo","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1939","player_injury_id_2045","0.3333333333333333",,"tony jackson","tony bradley","tony jackson","tony bradley","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1939","player_injury_id_2044","0.3333333333333333",,"tony jackson","tony bradley","tony jackson","tony bradley","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_4514","player_injury_id_4289","0.0",,"vincent yarbrough","victor oladipo","vincent yarbrough","victor oladipo","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_583","player_injury_id_1325","0.3333333333333333",,"derrick byars","derrick rose","derrick byars","derrick rose","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2139","player_injury_id_8193","0.0",,"jason kapono","jamychal green","jason kapono","jamychal green","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3154","player_injury_id_4940","0.0",,"anthony peeler","andre iguodala","anthony peeler","andre iguodala","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_910","player_injury_id_4574","0.0",,"brian davis","bradley beal","brian davis","bradley beal","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3154","player_injury_id_4941","0.0",,"anthony peeler","andre iguodala","anthony peeler","andre iguodala","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_910","player_injury_id_4575","0.0",,"brian davis","bradley beal","brian davis","bradley beal","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4095","player_injury_id_6869","0.0",,"dave twardzik","damian jones","dave twardzik","damian jones","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2202","player_injury_id_6858","0.0",,"dan king","damian jones","dan king","damian jones","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3515","player_injury_id_4576","0.0",,"bryon russell","bradley beal","bryon russell","bradley beal","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_583","player_injury_id_1326","0.3333333333333333",,"derrick byars","derrick rose","derrick byars","derrick rose","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2111","player_injury_id_7806","0.0",,"willie jones","willy hernangomez","willie jones","willy hernangomez","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3805","player_injury_id_1005","0.0",,"pape sow","paul millsap","pape sow","paul millsap","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2072","player_injury_id_7404","0.0",,"damon jones","dante exum","damon jones","dante exum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3805","player_injury_id_1006","0.0",,"pape sow","paul millsap","pape sow","paul millsap","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2095","player_injury_id_2745","0.0",,"mark jones","malcolm brogdon","mark jones","malcolm brogdon","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2095","player_injury_id_2744","0.0",,"mark jones","malcolm brogdon","mark jones","malcolm brogdon","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4","player_injury_id_322","0.0",,"mahmoud abdul-rauf","marcus smart","mahmoud abdul-rauf","marcus smart","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3319","player_injury_id_3170","0.3333333333333333",,"george ratkovicz","george hill","george ratkovicz","george hill","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_4","player_injury_id_321","0.0",,"mahmoud abdul-rauf","marcus smart","mahmoud abdul-rauf","marcus smart","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_353","player_injury_id_689","0.0",,"john block","joe harris","john block","joe harris","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4344","player_injury_id_3606","0.0",,"damien wilkins","danilo gallinari","damien wilkins","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3193","player_injury_id_1319","0.3333333333333333",,"derrick phelps","derrick rose","derrick phelps","derrick rose","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_4256","player_injury_id_319","0.3333333333333333",,"marcus webb","marcus smart","marcus webb","marcus smart","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_871","player_injury_id_4394","0.0",,"mike d'antoni","michael carter-williams","mike d'antoni","michael carter-williams","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3853","player_injury_id_2384","0.0",,"kebu stewart","kevin love","kebu stewart","kevin love","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1398","player_injury_id_1002","0.3333333333333333",,"paul george","paul millsap","paul george","paul millsap","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1070","player_injury_id_3488","0.0",,"bob duffy","bogdan bogdanovic","bob duffy","bogdan bogdanovic","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_789","player_injury_id_860","0.0",,"jack cooley","james johnson","jack cooley","james johnson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_789","player_injury_id_861","0.0",,"jack cooley","james johnson","jack cooley","james johnson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1070","player_injury_id_3487","0.0",,"bob duffy","bogdan bogdanovic","bob duffy","bogdan bogdanovic","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2437","player_injury_id_8242","0.0",,"shawn long","shaquille harrison","shawn long","shaquille harrison","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_984","player_injury_id_8723","0.0",,"dave deutsch","damian lillard","dave deutsch","damian lillard","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1392","player_injury_id_7023","0.3333333333333333",,"reggie geary","reggie bullock","reggie geary","reggie bullock","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_697","player_injury_id_3980","0.0",,"jim chones","jimmy butler","jim chones","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_697","player_injury_id_3981","0.0",,"jim chones","jimmy butler","jim chones","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_697","player_injury_id_3982","0.0",,"jim chones","jimmy butler","jim chones","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3847","player_injury_id_6929","0.3333333333333333",,"alex stepheson","alex len","alex stepheson","alex len","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2526","player_injury_id_2308","0.0",,"nick mantis","nikola vucevic","nick mantis","nikola vucevic","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3648","player_injury_id_4572","0.0",,"brian shaw","bradley beal","brian shaw","bradley beal","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3232","player_injury_id_8730","0.0",,"dave popson","damian lillard","dave popson","damian lillard","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3232","player_injury_id_8731","0.0",,"dave popson","damian lillard","dave popson","damian lillard","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3847","player_injury_id_6928","0.3333333333333333",,"alex stepheson","alex len","alex stepheson","alex len","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1209","player_injury_id_3758","0.0",,"derrick favors","delon wright","derrick favors","delon wright","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4331","player_injury_id_546","0.0",,"ken wilburn","kevin durant","ken wilburn","kevin durant","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1209","player_injury_id_3757","0.0",,"derrick favors","delon wright","derrick favors","delon wright","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4331","player_injury_id_545","0.0",,"ken wilburn","kevin durant","ken wilburn","kevin durant","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1209","player_injury_id_1339","0.3333333333333333",,"derrick favors","derrick rose","derrick favors","derrick rose","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_3648","player_injury_id_4573","0.0",,"brian shaw","bradley beal","brian shaw","bradley beal","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4283","player_injury_id_3576","0.0",,"david west","danilo gallinari","david west","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1661","player_injury_id_2749","0.0",,"manny harris","malcolm brogdon","manny harris","malcolm brogdon","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1217","player_injury_id_3633","0.0",,"dave feitl","danilo gallinari","dave feitl","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4404","player_injury_id_6333","0.0",,"ray williams","rajon rondo","ray williams","rajon rondo","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_835","player_injury_id_6547","0.0",,"javaris crittenton","javale mcgee","javaris crittenton","javale mcgee","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2662","player_injury_id_6078","0.0",,"maurice mchartley","marc gasol","maurice mchartley","marc gasol","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_913","player_injury_id_6862","0.0",,"dale davis","damian jones","dale davis","damian jones","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_835","player_injury_id_6546","0.0",,"javaris crittenton","javale mcgee","javaris crittenton","javale mcgee","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3715","player_injury_id_8240","0.3333333333333333",,"jeff slade","jeff green","jeff slade","jeff green","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2338","player_injury_id_276","0.0",,"joffrey lauvergne","josh richardson","joffrey lauvergne","josh richardson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_558","player_injury_id_1442","0.0",,"kevin burleson","kemba walker","kevin burleson","kemba walker","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_298","player_injury_id_5885","0.0",,"keith benson","kent bazemore","keith benson","kent bazemore","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2338","player_injury_id_275","0.0",,"joffrey lauvergne","josh richardson","joffrey lauvergne","josh richardson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3668","player_injury_id_6885","0.0",,"alexey shved","alex len","alexey shved","alex len","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1107","player_injury_id_1100","0.0",,"al eberhard","alec burks","al eberhard","alec burks","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3543","player_injury_id_8810","0.25",,"larry sanders","larry nance jr.","larry sanders","larry nance jr.","0.25","0.25"
"LinearCombinationMatchingRule","player_stat_id_3543","player_injury_id_8811","0.25",,"larry sanders","larry nance jr.","larry sanders","larry nance jr.","0.25","0.25"
"LinearCombinationMatchingRule","player_stat_id_4393","player_injury_id_6076","0.0",,"marcus williams","marc gasol","marcus williams","marc gasol","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3668","player_injury_id_6884","0.0",,"alexey shved","alex len","alexey shved","alex len","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2281","player_injury_id_4485","0.0",,"john kuester","jonathan isaac","john kuester","jonathan isaac","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2281","player_injury_id_4484","0.0",,"john kuester","jonathan isaac","john kuester","jonathan isaac","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_298","player_injury_id_5886","0.0",,"keith benson","kent bazemore","keith benson","kent bazemore","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1372","player_injury_id_324","0.0",,"marlon garnett","marcus smart","marlon garnett","marcus smart","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2572","player_injury_id_3334","0.0",,"roger mason","rodions kurucs","roger mason","rodions kurucs","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_276","player_injury_id_2230","0.0",,"dennis bell","denzel valentine","dennis bell","denzel valentine","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_151","player_injury_id_4648","0.0",,"ken austin","kentavious caldwell-pope","ken austin","kentavious caldwell-pope","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_276","player_injury_id_2231","0.0",,"dennis bell","denzel valentine","dennis bell","denzel valentine","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_607","player_injury_id_9086","0.0",,"ernie calverley","ersan ilyasova","ernie calverley","ersan ilyasova","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_78","player_injury_id_6001","0.0",,"antonio anderson","anthony davis","antonio anderson","anthony davis","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1535","player_injury_id_4067","0.0",,"dennis grey","dewayne dedmon","dennis grey","dewayne dedmon","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_607","player_injury_id_9085","0.0",,"ernie calverley","ersan ilyasova","ernie calverley","ersan ilyasova","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3677","player_injury_id_6524","0.0",,"james silas","javale mcgee","james silas","javale mcgee","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3677","player_injury_id_6525","0.0",,"james silas","javale mcgee","james silas","javale mcgee","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_351","player_injury_id_7499","0.3333333333333333",,"eric bledsoe","eric gordon","eric bledsoe","eric gordon","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1243","player_injury_id_457","0.0",,"larry finch","lamarcus aldridge","larry finch","lamarcus aldridge","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3081","player_injury_id_689","0.3333333333333333",,"joe pace","joe harris","joe pace","joe harris","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2956","player_injury_id_884","0.0",,"jack nichols","james johnson","jack nichols","james johnson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1881","player_injury_id_3085","0.0",,"paul huston","pat connaughton","paul huston","pat connaughton","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4278","player_injury_id_330","0.0",,"matt wenstrom","marcus smart","matt wenstrom","marcus smart","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_378","player_injury_id_5935","0.3333333333333333",,"anthony bonner","anthony davis","anthony bonner","anthony davis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2250","player_injury_id_2052","0.0",,"tom kondla","tony bradley","tom kondla","tony bradley","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3789","player_injury_id_4476","0.0",,"joe smyth","jonathan isaac","joe smyth","jonathan isaac","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2956","player_injury_id_883","0.0",,"jack nichols","james johnson","jack nichols","james johnson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2885","player_injury_id_2427","0.0",,"ken murray","kevin love","ken murray","kevin love","0.0","0.0"
