"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","player_stat_id_4184","player_injury_id_3586","0.0",,"darrell walker","danilo gallinari","darrell walker","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4184","player_injury_id_3585","0.0",,"darrell walker","danilo gallinari","darrell walker","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2885","player_injury_id_2426","0.0",,"ken murray","kevin love","ken murray","kevin love","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1823","player_injury_id_5305","0.0",,"dennis hopson","demarcus cousins","dennis hopson","demarcus cousins","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2306","player_injury_id_3430","0.0",,"bo lamar","bobby portis","bo lamar","bobby portis","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3224","player_injury_id_4039","0.0",,"jim pollard","jimmy butler","jim pollard","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3887","player_injury_id_269","0.0",,"john stroeder","josh richardson","john stroeder","josh richardson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3224","player_injury_id_4038","0.0",,"jim pollard","jimmy butler","jim pollard","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2001","player_injury_id_1802","0.3333333333333333",,"chris johnson","chris boucher","chris johnson","chris boucher","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_3881","player_injury_id_260","0.0",,"joe strawder","josh richardson","joe strawder","josh richardson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2001","player_injury_id_1804","0.3333333333333333",,"chris johnson","chris boucher","chris johnson","chris boucher","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2226","player_injury_id_6748","0.0",,"maxi kleber","marvin bagley iii","maxi kleber","marvin bagley iii","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_486","player_injury_id_3626","0.0",,"damone brown","danilo gallinari","damone brown","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_486","player_injury_id_3625","0.0",,"damone brown","danilo gallinari","damone brown","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3705","player_injury_id_23","0.0",,"james singleton","jaylen brown","james singleton","jaylen brown","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4235","player_injury_id_5073","0.0",,"kermit washington","kevon looney","kermit washington","kevon looney","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4235","player_injury_id_5074","0.0",,"kermit washington","kevon looney","kermit washington","kevon looney","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2999","player_injury_id_7211","0.0",,"bob o'brien","boban marjanovic","bob o'brien","boban marjanovic","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2292","player_injury_id_4380","0.0",,"mindaugas kuzminskas","michael carter-williams","mindaugas kuzminskas","michael carter-williams","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2999","player_injury_id_7212","0.0",,"bob o'brien","boban marjanovic","bob o'brien","boban marjanovic","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2292","player_injury_id_4381","0.0",,"mindaugas kuzminskas","michael carter-williams","mindaugas kuzminskas","michael carter-williams","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2782","player_injury_id_6173","0.0",,"leland mitchell","lebron james","leland mitchell","lebron james","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2782","player_injury_id_6172","0.0",,"leland mitchell","lebron james","leland mitchell","lebron james","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2836","player_injury_id_7200","0.0",,"max morris","maxi kleber","max morris","maxi kleber","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_806","player_injury_id_4598","0.0",,"bryce cotton","bradley beal","bryce cotton","bradley beal","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1592","player_injury_id_3623","0.0",,"daniel hamilton","danilo gallinari","daniel hamilton","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4292","player_injury_id_1014","0.3333333333333333",,"paul westphal","paul millsap","paul westphal","paul millsap","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1592","player_injury_id_3624","0.0",,"daniel hamilton","danilo gallinari","daniel hamilton","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4292","player_injury_id_1013","0.3333333333333333",,"paul westphal","paul millsap","paul westphal","paul millsap","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_3222","player_injury_id_6452","0.0",,"jakob poeltl","jae crowder","jakob poeltl","jae crowder","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_843","player_injury_id_9065","0.0",,"russell cross","rudy gobert","russell cross","rudy gobert","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_843","player_injury_id_9066","0.0",,"russell cross","rudy gobert","russell cross","rudy gobert","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_919","player_injury_id_9254","0.0",,"harry davis","hassan whiteside","harry davis","hassan whiteside","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_919","player_injury_id_9253","0.0",,"harry davis","hassan whiteside","harry davis","hassan whiteside","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3237","player_injury_id_5100","0.6666666666666666",,"otto porter","otto porter jr.","otto porter","otto porter jr.","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","player_stat_id_1785","player_injury_id_7542","0.0",,"darington hobson","david nwaba","darington hobson","david nwaba","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1785","player_injury_id_7541","0.0",,"darington hobson","david nwaba","darington hobson","david nwaba","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_987","player_injury_id_6437","0.0",,"derrick dial","devin booker","derrick dial","devin booker","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2360","player_injury_id_6738","0.0",,"david lee","dario saric","david lee","dario saric","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4260","player_injury_id_348","0.0",,"jake weber","jayson tatum","jake weber","jayson tatum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4260","player_injury_id_347","0.0",,"jake weber","jayson tatum","jake weber","jayson tatum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1404","player_injury_id_3823","0.0",,"gorham getchell","gordon hayward","gorham getchell","gordon hayward","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4009","player_injury_id_477","0.0",,"lasalle thompson","lamarcus aldridge","lasalle thompson","lamarcus aldridge","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1200","player_injury_id_2674","0.0",,"kenneth faried","kelly olynyk","kenneth faried","kelly olynyk","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1200","player_injury_id_2675","0.0",,"kenneth faried","kelly olynyk","kenneth faried","kelly olynyk","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3325","player_injury_id_2089","0.0",,"allan ray","alex caruso","allan ray","alex caruso","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2608","player_injury_id_8428","0.0",,"johnny mccarthy","josh okogie","johnny mccarthy","josh okogie","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2608","player_injury_id_8429","0.0",,"johnny mccarthy","josh okogie","johnny mccarthy","josh okogie","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2070","player_injury_id_7402","0.0",,"dahntay jones","dante exum","dahntay jones","dante exum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2744","player_injury_id_3641","0.0",,"darius miles","danilo gallinari","darius miles","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2946","player_injury_id_6492","0.0",,"chuck nevitt","chandler hutchison","chuck nevitt","chandler hutchison","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4009","player_injury_id_478","0.0",,"lasalle thompson","lamarcus aldridge","lasalle thompson","lamarcus aldridge","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2016","player_injury_id_3153","0.3333333333333333",,"george johnson","george hill","george johnson","george hill","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2172","player_injury_id_7872","0.0",,"joe kennedy","jonas valanciunas","joe kennedy","jonas valanciunas","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3840","player_injury_id_6088","0.0",,"matt steigenga","marc gasol","matt steigenga","marc gasol","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_158","player_injury_id_4641","0.0",,"kelenna azubuike","kentavious caldwell-pope","kelenna azubuike","kentavious caldwell-pope","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_158","player_injury_id_4640","0.0",,"kelenna azubuike","kentavious caldwell-pope","kelenna azubuike","kentavious caldwell-pope","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2016","player_injury_id_3154","0.3333333333333333",,"george johnson","george hill","george johnson","george hill","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2125","player_injury_id_8919","0.0",,"cory joseph","cody zeller","cory joseph","cody zeller","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2973","player_injury_id_3981","0.0",,"jim nolan","jimmy butler","jim nolan","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2071","player_injury_id_7401","0.0",,"damian jones","dante exum","damian jones","dante exum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2973","player_injury_id_3982","0.0",,"jim nolan","jimmy butler","jim nolan","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_547","player_injury_id_8779","0.25",,"larry bunce","larry nance jr.","larry bunce","larry nance jr.","0.25","0.25"
"LinearCombinationMatchingRule","player_stat_id_3868","player_injury_id_35","0.0",,"jarnell stokes","jaylen brown","jarnell stokes","jaylen brown","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3868","player_injury_id_34","0.0",,"jarnell stokes","jaylen brown","jarnell stokes","jaylen brown","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4307","player_injury_id_1570","0.0",,"jo jo white","joel embiid","jo jo white","joel embiid","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_987","player_injury_id_7779","0.0",,"derrick dial","devonte' graham","derrick dial","devonte' graham","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_392","player_injury_id_461","0.0",,"lazaro borrell","lamarcus aldridge","lazaro borrell","lamarcus aldridge","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4480","player_injury_id_4713","0.0",,"randy woods","raul neto","randy woods","raul neto","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3250","player_injury_id_1523","0.0",,"josh powell","joel embiid","josh powell","joel embiid","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3250","player_injury_id_1524","0.0",,"josh powell","joel embiid","josh powell","joel embiid","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4307","player_injury_id_1571","0.0",,"jo jo white","joel embiid","jo jo white","joel embiid","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3796","player_injury_id_3255","0.0",,"ron sobie","rodney hood","ron sobie","rodney hood","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_148","player_injury_id_230","0.0",,"james augustine","jabari parker","james augustine","jabari parker","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3796","player_injury_id_3256","0.0",,"ron sobie","rodney hood","ron sobie","rodney hood","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3559","player_injury_id_6510","0.0",,"fred saunders","frank kaminsky","fred saunders","frank kaminsky","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_487","player_injury_id_3626","0.0",,"darrell brown","danilo gallinari","darrell brown","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3559","player_injury_id_6511","0.0",,"fred saunders","frank kaminsky","fred saunders","frank kaminsky","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3100","player_injury_id_2840","0.3333333333333333",,"jeremy pargo","jeremy lamb","jeremy pargo","jeremy lamb","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2816","player_injury_id_895","0.0",,"jackie moore","james johnson","jackie moore","james johnson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2816","player_injury_id_896","0.0",,"jackie moore","james johnson","jackie moore","james johnson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2581","player_injury_id_1034","0.0",,"jason maxiell","jahlil okafor","jason maxiell","jahlil okafor","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2071","player_injury_id_8745","0.3333333333333333",,"damian jones","damian lillard","damian jones","damian lillard","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2071","player_injury_id_8744","0.3333333333333333",,"damian jones","damian lillard","damian jones","damian lillard","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1593","player_injury_id_3751","0.0",,"dennis hamilton","delon wright","dennis hamilton","delon wright","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1193","player_injury_id_6847","0.0",,"dante exum","damian jones","dante exum","damian jones","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1193","player_injury_id_6846","0.0",,"dante exum","damian jones","dante exum","damian jones","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1593","player_injury_id_3752","0.0",,"dennis hamilton","delon wright","dennis hamilton","delon wright","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1593","player_injury_id_1333","0.0",,"dennis hamilton","derrick rose","dennis hamilton","derrick rose","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1593","player_injury_id_1334","0.0",,"dennis hamilton","derrick rose","dennis hamilton","derrick rose","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1271","player_injury_id_6926","0.0",,"alphonso ford","alex len","alphonso ford","alex len","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_487","player_injury_id_3625","0.0",,"darrell brown","danilo gallinari","darrell brown","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3552","player_injury_id_6519","0.0",,"jason sasser","javale mcgee","jason sasser","javale mcgee","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2508","player_injury_id_3629","0.0",,"dan majerle","danilo gallinari","dan majerle","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1092","player_injury_id_299","0.3333333333333333",,"dennis duval","dennis schroder","dennis duval","dennis schroder","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1443","player_injury_id_4942","0.0",,"anthony goldwire","andre iguodala","anthony goldwire","andre iguodala","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_555","player_injury_id_8677","0.0",,"roger burkman","robert covington","roger burkman","robert covington","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3490","player_injury_id_6441","0.0",,"derrick rowland","devin booker","derrick rowland","devin booker","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3490","player_injury_id_6440","0.0",,"derrick rowland","devin booker","derrick rowland","devin booker","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3505","player_injury_id_5798","0.3333333333333333",,"trevor ruffin","trevor ariza","trevor ruffin","trevor ariza","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_1507","player_injury_id_6454","0.0",,"jamychal green","jae crowder","jamychal green","jae crowder","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1507","player_injury_id_6455","0.0",,"jamychal green","jae crowder","jamychal green","jae crowder","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2323","player_injury_id_4669","0.0",,"dan langhi","daniel gafford","dan langhi","daniel gafford","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_161","player_injury_id_4416","0.0",,"milos babic","michael carter-williams","milos babic","michael carter-williams","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1879","player_injury_id_8704","0.0",,"roy hurley","rondae hollis-jefferson","roy hurley","rondae hollis-jefferson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1879","player_injury_id_8705","0.0",,"roy hurley","rondae hollis-jefferson","roy hurley","rondae hollis-jefferson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_533","player_injury_id_1686","0.0",,"torgeir bryn","tobias harris","torgeir bryn","tobias harris","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_533","player_injury_id_1685","0.0",,"torgeir bryn","tobias harris","torgeir bryn","tobias harris","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3814","player_injury_id_6070","0.0",,"marreese speights","marc gasol","marreese speights","marc gasol","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3038","player_injury_id_2776","0.0",,"mark olberding","malcolm brogdon","mark olberding","malcolm brogdon","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3038","player_injury_id_2777","0.0",,"mark olberding","malcolm brogdon","mark olberding","malcolm brogdon","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_719","player_injury_id_7877","0.0",,"john clawson","jonas valanciunas","john clawson","jonas valanciunas","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_152","player_injury_id_5989","0.3333333333333333",,"anthony avent","anthony davis","anthony avent","anthony davis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_4166","player_injury_id_8249","0.3333333333333333",,"nikola vucevic","nikola jokic","nikola vucevic","nikola jokic","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2952","player_injury_id_7566","0.0",,"dave newmark","daniel theis","dave newmark","daniel theis","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2952","player_injury_id_7565","0.0",,"dave newmark","daniel theis","dave newmark","daniel theis","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_781","player_injury_id_7544","0.0",,"darwin cook","david nwaba","darwin cook","david nwaba","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1383","player_injury_id_335","0.0",,"marc gasol","marcus smart","marc gasol","marcus smart","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1383","player_injury_id_336","0.0",,"marc gasol","marcus smart","marc gasol","marcus smart","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3531","player_injury_id_98","0.3333333333333333",,"al salvadori","al horford","al salvadori","al horford","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_4004","player_injury_id_8498","0.0",,"jack thompson","jarred vanderbilt","jack thompson","jarred vanderbilt","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2056","player_injury_id_4017","0.0",,"jim johnstone","jimmy butler","jim johnstone","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3531","player_injury_id_99","0.3333333333333333",,"al salvadori","al horford","al salvadori","al horford","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_2056","player_injury_id_4016","0.0",,"jim johnstone","jimmy butler","jim johnstone","jimmy butler","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4166","player_injury_id_8248","0.3333333333333333",,"nikola vucevic","nikola jokic","nikola vucevic","nikola jokic","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_4157","player_injury_id_103","0.0",,"alexander volkov","al horford","alexander volkov","al horford","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4157","player_injury_id_104","0.0",,"alexander volkov","al horford","alexander volkov","al horford","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3712","player_injury_id_489","0.0",,"brian skinner","bruce brown","brian skinner","bruce brown","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2314","player_injury_id_5751","0.0",,"carl landry","carmelo anthony","carl landry","carmelo anthony","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2534","player_injury_id_344","0.0",,"jack marin","jayson tatum","jack marin","jayson tatum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2534","player_injury_id_343","0.0",,"jack marin","jayson tatum","jack marin","jayson tatum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1352","player_injury_id_2431","0.3333333333333333",,"kevin gamble","kevin love","kevin gamble","kevin love","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_859","player_injury_id_6303","0.0",,"radisav curcic","rajon rondo","radisav curcic","rajon rondo","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_859","player_injury_id_6302","0.0",,"radisav curcic","rajon rondo","radisav curcic","rajon rondo","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2616","player_injury_id_3641","0.0",,"dan mcclintock","danilo gallinari","dan mcclintock","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2444","player_injury_id_384","0.0",,"robin lopez","robert williams iii","robin lopez","robert williams iii","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2616","player_injury_id_3642","0.0",,"dan mcclintock","danilo gallinari","dan mcclintock","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3050","player_injury_id_5064","0.0",,"kelly olynyk","kevon looney","kelly olynyk","kevon looney","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2560","player_injury_id_2356","0.0",,"kenyon martin","kevin love","kenyon martin","kevin love","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2799","player_injury_id_349","0.0",,"jack molinas","jayson tatum","jack molinas","jayson tatum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3540","player_injury_id_1093","0.0",,"al sanders","alec burks","al sanders","alec burks","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3540","player_injury_id_1094","0.0",,"al sanders","alec burks","al sanders","alec burks","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_297","player_injury_id_3596","0.0",,"david benoit","danilo gallinari","david benoit","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2560","player_injury_id_2357","0.0",,"kenyon martin","kevin love","kenyon martin","kevin love","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_297","player_injury_id_3595","0.0",,"david benoit","danilo gallinari","david benoit","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_64","player_injury_id_1598","0.0",,"darrell allums","danny green","darrell allums","danny green","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2070","player_injury_id_8745","0.0",,"dahntay jones","damian lillard","dahntay jones","damian lillard","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2070","player_injury_id_8744","0.0",,"dahntay jones","damian lillard","dahntay jones","damian lillard","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_992","player_injury_id_1610","0.0",,"dan dickau","danny green","dan dickau","danny green","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4173","player_injury_id_3595","0.0",,"danny wagner","danilo gallinari","danny wagner","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_992","player_injury_id_1611","0.0",,"dan dickau","danny green","dan dickau","danny green","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3549","player_injury_id_8943","0.0",,"bob santini","bojan bogdanovic","bob santini","bojan bogdanovic","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4173","player_injury_id_3596","0.0",,"danny wagner","danilo gallinari","danny wagner","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2544","player_injury_id_7140","0.0",,"donyell marshall","dorian finney-smith","donyell marshall","dorian finney-smith","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1406","player_injury_id_7692","0.0",,"dick gibbs","dillon brooks","dick gibbs","dillon brooks","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1406","player_injury_id_7691","0.0",,"dick gibbs","dillon brooks","dick gibbs","dillon brooks","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_304","player_injury_id_2510","0.3333333333333333",,"ricky berry","ricky rubio","ricky berry","ricky rubio","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_3412","player_injury_id_7959","0.0",,"brian roberts","bryn forbes","brian roberts","bryn forbes","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3828","player_injury_id_3448","0.0",,"jerry stackhouse","jeff teague","jerry stackhouse","jeff teague","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2213","player_injury_id_6979","0.0",,"stacey king","sterling brown","stacey king","sterling brown","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2023","player_injury_id_2905","0.0",,"james johnson","jakarr sampson","james johnson","jakarr sampson","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1202","player_injury_id_1593","0.0",,"jordan farmar","joel embiid","jordan farmar","joel embiid","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1202","player_injury_id_1594","0.0",,"jordan farmar","joel embiid","jordan farmar","joel embiid","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4029","player_injury_id_238","0.0",,"jack tingle","jabari parker","jack tingle","jabari parker","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1428","player_injury_id_649","0.0",,"jack givens","james harden","jack givens","james harden","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1351","player_injury_id_3640","0.0",,"dave gambee","danilo gallinari","dave gambee","danilo gallinari","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3628","player_injury_id_2393","0.3333333333333333",,"kevin seraphin","kevin love","kevin seraphin","kevin love","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","player_stat_id_367","player_injury_id_5947","0.0",,"andrew bogut","anthony davis","andrew bogut","anthony davis","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_367","player_injury_id_5948","0.0",,"andrew bogut","anthony davis","andrew bogut","anthony davis","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2057","player_injury_id_5221","0.0",,"nikola jokic","nicolas batum","nikola jokic","nicolas batum","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3153","player_injury_id_2520","0.0",,"rich peek","ricky rubio","rich peek","ricky rubio","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3153","player_injury_id_2521","0.0",,"rich peek","ricky rubio","rich peek","ricky rubio","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_344","player_injury_id_5921","0.0",,"antonio blakeney","anthony davis","antonio blakeney","anthony davis","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3165","player_injury_id_1433","0.0",,"kendrick perkins","kemba walker","kendrick perkins","kemba walker","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_584","player_injury_id_6008","0.0",,"andrew bynum","anthony davis","andrew bynum","anthony davis","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2352","player_injury_id_86","0.0",,"allen leavell","al horford","allen leavell","al horford","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2352","player_injury_id_87","0.0",,"allen leavell","al horford","allen leavell","al horford","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3601","player_injury_id_2112","0.0",,"dennis scott","demar derozan","dennis scott","demar derozan","0.0","0.0"
